seqid,source,type,start,end,score,strand,phase,attributes
NC_059186.1,RefSeq,region,1,12546303,.,+,.,ID=NC_059186.1:1..12546303;Dbxref=taxon:35525;Name=LG5;collection-date=1986;country=USA: Minnesota;gbkey=Src;genome=chromosome;identified-by=National Institute for Environmental Studies (NIES) in Japan;isolate=NIES;isolation-source=Duluth%2C Minnesota;linkage-group=LG5;mol_type=genomic DNA;sex=female;tissue-type=Whole Body
NC_059186.1,Gnomon,gene,8110274,8129362,.,+,.,ID=gene-LOC116922816;Dbxref=GeneID:116922816;Name=LOC116922816;gbkey=Gene;gene=LOC116922816;gene_biotype=protein_coding
NC_059186.1,Gnomon,mRNA,8110274,8129362,.,+,.,"ID=rna-XM_045174427.1;Parent=gene-LOC116922816;Dbxref=GeneID:116922816,Genbank:XM_045174427.1;Name=XM_045174427.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116922816;model_evidence=Supporting evidence includes similarity to: 1 EST%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 87 samples with support for all annotated introns;product=transcription factor 12%2C transcript variant X10;transcript_id=XM_045174427.1"
NC_059186.1,Gnomon,exon,8111414,8111467,.,+,.,"ID=exon-XM_045174427.1-4;Parent=rna-XM_045174427.1;Dbxref=GeneID:116922816,Genbank:XM_045174427.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116922816;product=transcription factor 12%2C transcript variant X10;transcript_id=XM_045174427.1"
NC_059186.1,Gnomon,CDS,8111414,8111467,.,+,0,"ID=cds-XP_045030362.1;Parent=rna-XM_045174427.1;Dbxref=GeneID:116922816,Genbank:XP_045030362.1;Name=XP_045030362.1;gbkey=CDS;gene=LOC116922816;product=transcription factor 12 isoform X10;protein_id=XP_045030362.1"
NC_059186.1,RefSeq,region,1,12546303,.,+,.,ID=NC_059186.1:1..12546303;Dbxref=taxon:35525;Name=LG5;collection-date=1986;country=USA: Minnesota;gbkey=Src;genome=chromosome;identified-by=National Institute for Environmental Studies (NIES) in Japan;isolate=NIES;isolation-source=Duluth%2C Minnesota;linkage-group=LG5;mol_type=genomic DNA;sex=female;tissue-type=Whole Body
NC_059186.1,Gnomon,gene,8310325,8312289,.,+,.,ID=gene-LOC116922962;Dbxref=GeneID:116922962;Name=LOC116922962;gbkey=Gene;gene=LOC116922962;gene_biotype=protein_coding
NC_059186.1,Gnomon,transcript,8310325,8312289,.,+,.,"ID=rna-XR_004394168.2;Parent=gene-LOC116922962;Dbxref=GeneID:116922962,Genbank:XR_004394168.2;Name=XR_004394168.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=misc_RNA;gene=LOC116922962;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 91 samples with support for all annotated introns;product=uncharacterized LOC116922962%2C transcript variant X3;transcript_id=XR_004394168.2"
NC_059186.1,Gnomon,exon,8310325,8311419,.,+,.,"ID=exon-XR_004394168.2-1;Parent=rna-XR_004394168.2;Dbxref=GeneID:116922962,Genbank:XR_004394168.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=misc_RNA;gene=LOC116922962;product=uncharacterized LOC116922962%2C transcript variant X3;transcript_id=XR_004394168.2"
NC_059186.1,Gnomon,transcript,8310339,8312289,.,+,.,"ID=rna-XR_004394167.2;Parent=gene-LOC116922962;Dbxref=GeneID:116922962,Genbank:XR_004394167.2;Name=XR_004394167.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=misc_RNA;gene=LOC116922962;model_evidence=Supporting evidence includes similarity to: 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 130 samples with support for all annotated introns;product=uncharacterized LOC116922962%2C transcript variant X1;transcript_id=XR_004394167.2"
NC_059186.1,Gnomon,exon,8310339,8311419,.,+,.,"ID=exon-XR_004394167.2-1;Parent=rna-XR_004394167.2;Dbxref=GeneID:116922962,Genbank:XR_004394167.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=misc_RNA;gene=LOC116922962;product=uncharacterized LOC116922962%2C transcript variant X1;transcript_id=XR_004394167.2"
NC_059186.1,Gnomon,mRNA,8310339,8311996,.,+,.,"ID=rna-XM_032929465.2;Parent=gene-LOC116922962;Dbxref=GeneID:116922962,Genbank:XM_032929465.2;Name=XM_032929465.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116922962;model_evidence=Supporting evidence includes similarity to: 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 144 samples with support for all annotated introns;product=uncharacterized LOC116922962%2C transcript variant X2;transcript_id=XM_032929465.2"
NC_059186.1,Gnomon,exon,8310339,8311419,.,+,.,"ID=exon-XM_032929465.2-1;Parent=rna-XM_032929465.2;Dbxref=GeneID:116922962,Genbank:XM_032929465.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116922962;product=uncharacterized LOC116922962%2C transcript variant X2;transcript_id=XM_032929465.2"
NC_059186.1,Gnomon,CDS,8310624,8311419,.,+,0,"ID=cds-XP_032785356.1;Parent=rna-XM_032929465.2;Dbxref=GeneID:116922962,Genbank:XP_032785356.1;Name=XP_032785356.1;gbkey=CDS;gene=LOC116922962;product=uncharacterized protein LOC116922962;protein_id=XP_032785356.1"
NC_059186.1,RefSeq,region,1,12546303,.,+,.,ID=NC_059186.1:1..12546303;Dbxref=taxon:35525;Name=LG5;collection-date=1986;country=USA: Minnesota;gbkey=Src;genome=chromosome;identified-by=National Institute for Environmental Studies (NIES) in Japan;isolate=NIES;isolation-source=Duluth%2C Minnesota;linkage-group=LG5;mol_type=genomic DNA;sex=female;tissue-type=Whole Body
NC_059186.1,Gnomon,gene,8388077,8390337,.,+,.,ID=gene-LOC116922875;Dbxref=GeneID:116922875;Name=LOC116922875;gbkey=Gene;gene=LOC116922875;gene_biotype=protein_coding
NC_059186.1,Gnomon,mRNA,8388077,8390337,.,+,.,"ID=rna-XM_032929335.2;Parent=gene-LOC116922875;Dbxref=GeneID:116922875,Genbank:XM_032929335.2;Name=XM_032929335.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116922875;model_evidence=Supporting evidence includes similarity to: 2 ESTs%2C 26 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 144 samples with support for all annotated introns;product=WD40 repeat-containing protein SMU1;transcript_id=XM_032929335.2"
NC_059186.1,Gnomon,exon,8388828,8389246,.,+,.,"ID=exon-XM_032929335.2-5;Parent=rna-XM_032929335.2;Dbxref=GeneID:116922875,Genbank:XM_032929335.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116922875;product=WD40 repeat-containing protein SMU1;transcript_id=XM_032929335.2"
NC_059186.1,Gnomon,CDS,8388828,8389246,.,+,2,"ID=cds-XP_032785226.1;Parent=rna-XM_032929335.2;Dbxref=GeneID:116922875,Genbank:XP_032785226.1;Name=XP_032785226.1;gbkey=CDS;gene=LOC116922875;product=WD40 repeat-containing protein SMU1;protein_id=XP_032785226.1"
NC_059186.1,RefSeq,region,1,12546303,.,+,.,ID=NC_059186.1:1..12546303;Dbxref=taxon:35525;Name=LG5;collection-date=1986;country=USA: Minnesota;gbkey=Src;genome=chromosome;identified-by=National Institute for Environmental Studies (NIES) in Japan;isolate=NIES;isolation-source=Duluth%2C Minnesota;linkage-group=LG5;mol_type=genomic DNA;sex=female;tissue-type=Whole Body
NC_059186.1,Gnomon,gene,8388077,8390337,.,+,.,ID=gene-LOC116922875;Dbxref=GeneID:116922875;Name=LOC116922875;gbkey=Gene;gene=LOC116922875;gene_biotype=protein_coding
NC_059186.1,Gnomon,mRNA,8388077,8390337,.,+,.,"ID=rna-XM_032929335.2;Parent=gene-LOC116922875;Dbxref=GeneID:116922875,Genbank:XM_032929335.2;Name=XM_032929335.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116922875;model_evidence=Supporting evidence includes similarity to: 2 ESTs%2C 26 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 144 samples with support for all annotated introns;product=WD40 repeat-containing protein SMU1;transcript_id=XM_032929335.2"
NC_059186.1,Gnomon,exon,8388828,8389246,.,+,.,"ID=exon-XM_032929335.2-5;Parent=rna-XM_032929335.2;Dbxref=GeneID:116922875,Genbank:XM_032929335.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116922875;product=WD40 repeat-containing protein SMU1;transcript_id=XM_032929335.2"
NC_059186.1,Gnomon,CDS,8388828,8389246,.,+,2,"ID=cds-XP_032785226.1;Parent=rna-XM_032929335.2;Dbxref=GeneID:116922875,Genbank:XP_032785226.1;Name=XP_032785226.1;gbkey=CDS;gene=LOC116922875;product=WD40 repeat-containing protein SMU1;protein_id=XP_032785226.1"
NC_059186.1,RefSeq,region,1,12546303,.,+,.,ID=NC_059186.1:1..12546303;Dbxref=taxon:35525;Name=LG5;collection-date=1986;country=USA: Minnesota;gbkey=Src;genome=chromosome;identified-by=National Institute for Environmental Studies (NIES) in Japan;isolate=NIES;isolation-source=Duluth%2C Minnesota;linkage-group=LG5;mol_type=genomic DNA;sex=female;tissue-type=Whole Body
NC_059186.1,RefSeq,region,1,12546303,.,+,.,ID=NC_059186.1:1..12546303;Dbxref=taxon:35525;Name=LG5;collection-date=1986;country=USA: Minnesota;gbkey=Src;genome=chromosome;identified-by=National Institute for Environmental Studies (NIES) in Japan;isolate=NIES;isolation-source=Duluth%2C Minnesota;linkage-group=LG5;mol_type=genomic DNA;sex=female;tissue-type=Whole Body
NC_059186.1,RefSeq,region,1,12546303,.,+,.,ID=NC_059186.1:1..12546303;Dbxref=taxon:35525;Name=LG5;collection-date=1986;country=USA: Minnesota;gbkey=Src;genome=chromosome;identified-by=National Institute for Environmental Studies (NIES) in Japan;isolate=NIES;isolation-source=Duluth%2C Minnesota;linkage-group=LG5;mol_type=genomic DNA;sex=female;tissue-type=Whole Body
NC_059186.1,RefSeq,region,1,12546303,.,+,.,ID=NC_059186.1:1..12546303;Dbxref=taxon:35525;Name=LG5;collection-date=1986;country=USA: Minnesota;gbkey=Src;genome=chromosome;identified-by=National Institute for Environmental Studies (NIES) in Japan;isolate=NIES;isolation-source=Duluth%2C Minnesota;linkage-group=LG5;mol_type=genomic DNA;sex=female;tissue-type=Whole Body
NC_059186.1,RefSeq,region,1,12546303,.,+,.,ID=NC_059186.1:1..12546303;Dbxref=taxon:35525;Name=LG5;collection-date=1986;country=USA: Minnesota;gbkey=Src;genome=chromosome;identified-by=National Institute for Environmental Studies (NIES) in Japan;isolate=NIES;isolation-source=Duluth%2C Minnesota;linkage-group=LG5;mol_type=genomic DNA;sex=female;tissue-type=Whole Body
NC_059187.1,Gnomon,gene,2710403,2712950,.,+,.,ID=gene-LOC116925877;Dbxref=GeneID:116925877;Name=LOC116925877;gbkey=Gene;gene=LOC116925877;gene_biotype=protein_coding
NC_059187.1,Gnomon,mRNA,2710403,2712950,.,+,.,"ID=rna-XM_032932639.2;Parent=gene-LOC116925877;Dbxref=GeneID:116925877,Genbank:XM_032932639.2;Name=XM_032932639.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116925877;model_evidence=Supporting evidence includes similarity to: 1 EST%2C 8 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 145 samples with support for all annotated introns;product=neural Wiskott-Aldrich syndrome protein%2C transcript variant X1;transcript_id=XM_032932639.2"
NC_059187.1,Gnomon,mRNA,2710599,2712950,.,+,.,"ID=rna-XM_032932640.2;Parent=gene-LOC116925877;Dbxref=GeneID:116925877,Genbank:XM_032932640.2;Name=XM_032932640.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116925877;model_evidence=Supporting evidence includes similarity to: 1 EST%2C 8 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 36 samples with support for all annotated introns;product=neural Wiskott-Aldrich syndrome protein%2C transcript variant X2;transcript_id=XM_032932640.2"
NC_059188.1,Gnomon,gene,11105711,11107684,.,-,.,ID=gene-LOC116935055;Dbxref=GeneID:116935055;Name=LOC116935055;gbkey=Gene;gene=LOC116935055;gene_biotype=protein_coding
NC_059188.1,Gnomon,mRNA,11105711,11107684,.,-,.,"ID=rna-XM_045177369.1;Parent=gene-LOC116935055;Dbxref=GeneID:116935055,Genbank:XM_045177369.1;Name=XM_045177369.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116935055;model_evidence=Supporting evidence includes similarity to: 3 ESTs%2C 8 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 145 samples with support for all annotated introns;product=protein C12orf4 homolog;transcript_id=XM_045177369.1"
NC_059188.1,Gnomon,exon,11106627,11107418,.,-,.,"ID=exon-XM_045177369.1-2;Parent=rna-XM_045177369.1;Dbxref=GeneID:116935055,Genbank:XM_045177369.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116935055;product=protein C12orf4 homolog;transcript_id=XM_045177369.1"
NC_059188.1,Gnomon,CDS,11106627,11107418,.,-,0,"ID=cds-XP_045033304.1;Parent=rna-XM_045177369.1;Dbxref=GeneID:116935055,Genbank:XP_045033304.1;Name=XP_045033304.1;gbkey=CDS;gene=LOC116935055;product=protein C12orf4 homolog;protein_id=XP_045033304.1"
NC_059188.1,Gnomon,gene,11105711,11107684,.,-,.,ID=gene-LOC116935055;Dbxref=GeneID:116935055;Name=LOC116935055;gbkey=Gene;gene=LOC116935055;gene_biotype=protein_coding
NC_059188.1,Gnomon,mRNA,11105711,11107684,.,-,.,"ID=rna-XM_045177369.1;Parent=gene-LOC116935055;Dbxref=GeneID:116935055,Genbank:XM_045177369.1;Name=XM_045177369.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116935055;model_evidence=Supporting evidence includes similarity to: 3 ESTs%2C 8 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 145 samples with support for all annotated introns;product=protein C12orf4 homolog;transcript_id=XM_045177369.1"
NC_059188.1,Gnomon,exon,11106627,11107418,.,-,.,"ID=exon-XM_045177369.1-2;Parent=rna-XM_045177369.1;Dbxref=GeneID:116935055,Genbank:XM_045177369.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116935055;product=protein C12orf4 homolog;transcript_id=XM_045177369.1"
NC_059188.1,Gnomon,CDS,11106627,11107418,.,-,0,"ID=cds-XP_045033304.1;Parent=rna-XM_045177369.1;Dbxref=GeneID:116935055,Genbank:XP_045033304.1;Name=XP_045033304.1;gbkey=CDS;gene=LOC116935055;product=protein C12orf4 homolog;protein_id=XP_045033304.1"
NC_059188.1,Gnomon,gene,12297364,12300260,.,+,.,ID=gene-LOC116926505;Dbxref=GeneID:116926505;Name=LOC116926505;gbkey=Gene;gene=LOC116926505;gene_biotype=protein_coding
NC_059188.1,Gnomon,mRNA,12297364,12300260,.,+,.,"ID=rna-XM_032933429.2;Parent=gene-LOC116926505;Dbxref=GeneID:116926505,Genbank:XM_032933429.2;Name=XM_032933429.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116926505;model_evidence=Supporting evidence includes similarity to: 7 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 70 samples with support for all annotated introns;product=SET and MYND domain-containing protein 4;transcript_id=XM_032933429.2"
NC_059188.1,Gnomon,exon,12299056,12300260,.,+,.,"ID=exon-XM_032933429.2-4;Parent=rna-XM_032933429.2;Dbxref=GeneID:116926505,Genbank:XM_032933429.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116926505;product=SET and MYND domain-containing protein 4;transcript_id=XM_032933429.2"
NC_059188.1,Gnomon,CDS,12299056,12300069,.,+,0,"ID=cds-XP_032789320.2;Parent=rna-XM_032933429.2;Dbxref=GeneID:116926505,Genbank:XP_032789320.2;Name=XP_032789320.2;gbkey=CDS;gene=LOC116926505;product=SET and MYND domain-containing protein 4;protein_id=XP_032789320.2"
NC_059188.1,Gnomon,gene,12297364,12300260,.,+,.,ID=gene-LOC116926505;Dbxref=GeneID:116926505;Name=LOC116926505;gbkey=Gene;gene=LOC116926505;gene_biotype=protein_coding
NC_059188.1,Gnomon,mRNA,12297364,12300260,.,+,.,"ID=rna-XM_032933429.2;Parent=gene-LOC116926505;Dbxref=GeneID:116926505,Genbank:XM_032933429.2;Name=XM_032933429.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116926505;model_evidence=Supporting evidence includes similarity to: 7 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 70 samples with support for all annotated introns;product=SET and MYND domain-containing protein 4;transcript_id=XM_032933429.2"
NC_059188.1,Gnomon,exon,12299056,12300260,.,+,.,"ID=exon-XM_032933429.2-4;Parent=rna-XM_032933429.2;Dbxref=GeneID:116926505,Genbank:XM_032933429.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116926505;product=SET and MYND domain-containing protein 4;transcript_id=XM_032933429.2"
NC_059188.1,Gnomon,CDS,12299056,12300069,.,+,0,"ID=cds-XP_032789320.2;Parent=rna-XM_032933429.2;Dbxref=GeneID:116926505,Genbank:XP_032789320.2;Name=XP_032789320.2;gbkey=CDS;gene=LOC116926505;product=SET and MYND domain-containing protein 4;protein_id=XP_032789320.2"
NC_059188.1,Gnomon,gene,12297364,12300260,.,+,.,ID=gene-LOC116926505;Dbxref=GeneID:116926505;Name=LOC116926505;gbkey=Gene;gene=LOC116926505;gene_biotype=protein_coding
NC_059188.1,Gnomon,mRNA,12297364,12300260,.,+,.,"ID=rna-XM_032933429.2;Parent=gene-LOC116926505;Dbxref=GeneID:116926505,Genbank:XM_032933429.2;Name=XM_032933429.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116926505;model_evidence=Supporting evidence includes similarity to: 7 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 70 samples with support for all annotated introns;product=SET and MYND domain-containing protein 4;transcript_id=XM_032933429.2"
NC_059188.1,Gnomon,exon,12299056,12300260,.,+,.,"ID=exon-XM_032933429.2-4;Parent=rna-XM_032933429.2;Dbxref=GeneID:116926505,Genbank:XM_032933429.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116926505;product=SET and MYND domain-containing protein 4;transcript_id=XM_032933429.2"
NC_059188.1,Gnomon,CDS,12299056,12300069,.,+,0,"ID=cds-XP_032789320.2;Parent=rna-XM_032933429.2;Dbxref=GeneID:116926505,Genbank:XP_032789320.2;Name=XP_032789320.2;gbkey=CDS;gene=LOC116926505;product=SET and MYND domain-containing protein 4;protein_id=XP_032789320.2"
NC_059189.1,Gnomon,gene,830867,857102,.,-,.,ID=gene-LOC116929579;Dbxref=GeneID:116929579;Name=LOC116929579;gbkey=Gene;gene=LOC116929579;gene_biotype=protein_coding
NC_059189.1,Gnomon,mRNA,830867,857102,.,-,.,"ID=rna-XM_045178532.1;Parent=gene-LOC116929579;Dbxref=GeneID:116929579,Genbank:XM_045178532.1;Name=XM_045178532.1;Note=The sequence of the model RefSeq transcript was modified relative to this genomic sequence to represent the inferred CDS: deleted 2 bases in 2 codons;exception=unclassified transcription discrepancy;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116929579;model_evidence=Supporting evidence includes similarity to: 4 ESTs%2C 20 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 39 samples with support for all annotated introns;product=microtubule-associated protein futsch;transcript_id=XM_045178532.1"
NC_059189.1,Gnomon,exon,837104,845077,.,-,.,"ID=exon-XM_045178532.1-8;Parent=rna-XM_045178532.1;Dbxref=GeneID:116929579,Genbank:XM_045178532.1;Note=The sequence of the model RefSeq transcript was modified relative to this genomic sequence to represent the inferred CDS: deleted 2 bases in 2 codons;exception=unclassified transcription discrepancy;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116929579;product=microtubule-associated protein futsch;transcript_id=XM_045178532.1"
